 Procedimentos hospitalares do SUS - por local de internação - Rio Grande do Sul
Valor total por Município e Ano/mês processamento
Período:Jan/2008-Abr/2021
"Município";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"2021/Mar";"2021/Abr";"Total"
"431275 Nova Alvorada";4770,91;1021,84;208,27;1897,62;1297,06;642,41;4618,48;2011,08;1109,38;554,69;-;-;479,19;-;582,42;404,74;480,87;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20078,96
"431290 Nova Bassano";-;-;-;-;-;-;-;-;-;-;-;-;-;-;4532,68;5597,98;10400,12;9412,39;11034,04;11176,31;17954,26;18414,30;14600,94;19087,56;16331,56;8970,34;16483,70;16080,87;13317,56;14787,01;11921,84;14726,46;14469,63;19205,27;7834,04;16523,86;27019,95;8074,45;11471,95;21302,08;12796,45;23203,43;7761,47;19388,15;15386,79;19914,65;19660,89;10677,42;11645,28;13883,96;17891,89;16353,62;19332,76;15509,98;15859,63;20796,61;18720,26;19933,38;19262,59;18258,59;14436,25;13975,49;16169,36;21997,96;15357,88;19195,20;21106,73;20813,99;22312,35;17741,11;14864,46;18911,55;17814,01;17387,75;19453,23;14181,76;13301,09;21376,64;18273,86;24130,21;20069,34;18511,66;16594,39;19133,56;16700,69;14293,73;20026,81;12294,24;17685,57;18730,30;23835,84;17405,20;20494,75;16822,01;20013,30;14822,34;9705,81;14396,62;14238,60;25481,83;24203,91;16135,22;18395,54;20160,37;24210,61;19025,74;11064,72;16838,21;22967,71;12540,65;21829,26;23811,74;13720,90;19215,37;17689,74;23700,22;14083,86;17726,54;14838,35;19780,21;13338,99;17488,75;16068,13;16225,47;21090,31;18460,82;22226,79;15327,70;10550,32;17338,12;22167,42;20505,72;18606,78;12943,83;16284,44;17832,84;17413,13;15045,34;25793,04;30633,32;26545,74;26904,97;17068,88;17731,76;12778,69;17275,53;15239,41;10666,20;20588,02;25657,83;27014,67;31604,11;36928,11;29379,99;34404,41;51326,97;38361,59;34856,69;60486,76;38437,05;2721563,93
"431300 Nova Bréscia";13102,30;14037,99;14197,05;21550,17;19858,03;17464,22;15635,04;10776,39;17462,34;10846,76;13045,41;9482,76;18938,27;4785,19;14839,79;11718,95;9876,86;15607,48;14248,25;19290,97;15289,37;17114,89;16886,20;17532,29;13587,24;11996,72;12295,51;14060,74;10724,17;13272,75;14308,41;16284,11;16024,65;17864,74;17127,82;17096,11;17100,72;14154,71;12058,07;16523,51;13943,96;13281,93;18077,04;21442,87;18257,29;17206,37;16451,57;15887,99;10753,08;17977,95;14985,93;15901,41;15557,98;18616,70;18934,92;21188,99;20521,57;21539,86;17126,30;17624,42;14340,12;16936,36;15944,30;15672,14;16175,13;18796,75;20354,30;21034,03;24210,43;21390,99;22766,36;20221,86;18809,35;18127,30;19973,04;18434,87;18096,85;18182,13;22833,84;21690,89;23246,92;24225,88;19935,71;19396,72;19943,17;21743,21;17156,24;23931,77;18490,78;18185,11;16785,89;14736,29;15371,25;18048,67;15820,97;16542,00;16151,00;15043,92;14228,75;13752,78;16906,74;18032,48;14805,65;15620,74;17626,51;17288,97;17819,91;14877,48;15354,62;12283,46;15484,71;14004,37;20516,49;17526,96;18094,81;18704,39;19931,30;17937,59;19423,11;17344,88;18444,93;17906,53;15749,33;15998,79;20811,48;19569,53;19638,01;15234,85;16520,22;15489,82;16171,02;15252,37;19326,23;17799,96;17629,27;6624,97;10395,24;10867,83;10997,82;11842,00;16443,15;14790,46;17171,07;12596,07;10929,00;15189,49;12582,91;16444,61;12299,65;15304,81;16620,72;16174,24;11149,53;18799,71;16729,36;14720,71;18485,12;22890,72;24063,16;39641,42;2674954,43
"431310 Nova Palma";20823,09;14508,64;20704,68;28741,01;29161,75;32625,25;29905,16;22415,87;30009,27;25907,70;27012,99;26235,75;25160,67;22003,17;37139,00;33492,30;30113,58;42796,04;37736,84;42509,83;39369,21;39234,72;43639,79;36478,80;30470,20;35312,74;37559,21;41764,46;33369,73;37402,38;43274,50;44929,11;49143,13;44081,70;43038,71;33998,33;34069,80;34524,36;37237,99;31387,95;29728,57;30767,75;33059,01;33452,34;43321,68;35398,67;31827,56;31699,71;35904,62;33739,68;38908,92;38375,54;38142,68;41299,19;32389,37;35261,86;27861,89;24631,56;24714,54;15506,47;9976,06;19035,78;24132,25;33786,12;35042,36;26139,19;27070,58;41643,76;30980,48;37660,98;45893,59;62732,98;33793,15;28180,03;33478,25;36953,22;37724,30;38878,83;40256,97;33954,02;38241,34;46927,85;31799,27;36224,03;34614,71;33508,07;26802,76;32582,40;38907,07;39860,43;34936,68;37138,36;33167,38;33629,15;30228,45;28213,48;31198,30;26538,24;29401,01;37503,23;34576,72;37401,80;33632,68;36701,53;32122,99;36058,89;41155,37;41092,11;42282,79;32506,87;39230,46;40307,28;37013,49;39262,27;35183,47;36268,89;37399,88;41457,22;40135,28;40700,13;42355,49;40275,78;37512,44;41184,80;37401,90;40146,39;33378,40;45056,49;39092,05;32580,77;34966,58;34324,77;40244,26;33212,96;36524,04;36797,66;40781,46;46220,66;34379,87;45776,38;48608,29;42478,45;43647,23;46075,83;41218,52;33817,03;36066,67;30496,81;35977,47;26779,79;24128,54;28088,68;38485,61;42794,29;37877,89;33836,38;30550,47;30727,77;54299,66;47705,97;5644380,75
"431320 Nova Petrópolis";31567,31;30031,68;30067,97;31740,54;32263,48;21457,49;35837,97;32139,90;45500,04;41063,20;52129,86;25512,62;30868,24;31124,90;46141,18;41027,87;44027,97;50820,48;52947,07;44346,46;52583,54;43864,44;49364,83;39762,23;26664,80;33922,10;52636,21;46413,37;42142,83;28707,68;44816,33;43508,60;51698,25;28165,21;48835,76;34672,86;28522,12;33560,09;31433,39;30631,84;28074,91;30272,16;30866,19;34556,18;36591,02;36272,53;42041,39;34398,33;38281,10;36127,14;33907,45;36797,45;43528,53;33168,64;43074,55;35093,67;36810,34;33815,27;30753,85;27863,28;32347,12;20174,82;42904,35;28849,67;29942,67;34092,55;36398,17;33137,04;30443,10;40635,64;37316,91;38939,39;34739,89;37073,38;36129,96;36803,37;37535,16;33079,00;39737,27;37424,51;38555,14;37414,74;34814,96;31871,65;29774,91;1491,35;28887,96;34549,56;35306,22;36335,92;32160,36;35108,71;32408,84;38735,20;37814,11;37627,15;41096,76;38350,22;35415,36;42984,13;34391,85;52465,92;57753,49;34484,53;35441,87;31889,12;33912,37;35680,13;46621,62;50193,05;34900,36;45165,34;42578,21;37667,25;43234,67;43504,64;39825,07;37028,35;77559,42;36318,10;37355,57;40432,28;42420,31;42391,36;37553,94;42244,55;41784,31;31855,20;38387,36;34255,04;34997,21;86490,99;31359,46;57749,89;39623,85;48159,13;41604,01;51444,26;32091,59;61563,57;63706,93;49141,89;48543,41;47432,81;60896,16;55454,76;110015,60;60380,92;45955,84;68411,41;90753,14;54570,88;51742,53;51454,14;49387,75;47265,55;60427,06;56428,99;64909,15;-;6484482,07
"431330 Nova Prata";4219,83;6763,69;58666,77;42811,89;46980,35;24192,50;40354,16;29921,81;33771,69;40204,36;37521,28;42620,94;9219,51;15999,39;55304,62;33546,52;26561,70;45303,22;41595,09;52078,51;33801,88;47410,09;46751,10;48532,31;42964,95;47923,43;44905,79;42447,29;60634,11;29000,64;37687,64;33872,81;45233,08;44900,14;63812,85;72606,51;24770,90;33457,62;81919,83;41509,32;32544,72;52997,25;63609,23;48397,56;47892,81;53599,94;35793,59;39836,02;57926,82;40601,16;51925,66;58641,58;72664,00;24502,17;101740,04;67952,83;52964,63;67814,10;48061,32;59312,75;43279,31;81056,88;56506,41;53450,75;69881,89;56229,57;66528,88;64973,51;56957,05;75838,31;64106,94;67059,00;55204,36;57419,07;58335,07;66360,06;67511,84;104832,02;43225,89;70209,85;70378,12;74048,16;90068,00;114300,18;48933,98;41552,15;60117,12;53911,75;70212,76;58075,44;65960,17;64380,90;69925,11;63107,04;77778,09;74408,23;51553,60;58390,08;77864,76;52775,56;66916,60;87795,86;87278,54;72973,93;74504,52;84425,05;70077,13;74005,36;71011,38;60943,50;72210,05;63512,59;76015,83;78775,52;85703,84;75603,51;64163,55;79828,30;82079,68;60098,78;84060,56;83105,12;94955,31;82851,68;81483,91;76882,65;138499,88;106008,10;90031,92;65304,48;83646,59;75226,79;75061,11;66461,66;95235,52;66359,86;84870,77;85205,34;81904,35;113042,84;80922,26;71158,70;55801,08;91435,18;71792,16;65024,04;76454,24;72946,52;86113,38;78325,32;100445,69;90267,00;100624,05;89674,62;95483,32;131840,72;89241,03;89549,71;180452,52;106961,11;10349900,77
"431340 Novo Hamburgo";74562,29;981135,31;968112,23;793174,40;613605,70;566001,28;707989,39;673397,92;849115,15;503674,22;689596,89;1242059,32;806803,60;1032557,34;983346,50;840383,66;971814,49;1108091,87;1115492,81;1477093,91;1300776,36;1427086,70;1378239,73;1394602,31;1327126,95;1187277,15;1268762,69;1376114,13;1501975,79;1622523,87;1561225,07;1363930,57;1404573,16;1706387,76;1530511,73;1493856,23;1276575,21;1340914,35;1336458,73;1367058,47;1487754,09;1313008,99;1476950,02;1230380,72;1663794,60;1398353,40;1335215,46;1392269,48;1142900,95;1298147,83;1344103,36;1121830,10;1187611,92;1226796,93;1445107,28;1536236,48;1433165,40;1676365,18;1301488,08;1364285,34;1453958,65;1259596,84;1406579,70;1544691,85;1505017,38;1519466,21;1705566,64;1705277,54;1588405,01;1679486,59;1539460,77;1565088,73;1521736,30;1421839,69;1540484,76;1444716,25;1717983,46;1692776,37;1785591,08;1778044,91;1858001,21;1831851,20;1792827,68;1869457,09;1688256,50;1527433,70;1736778,13;1756057,01;1816057,58;1767696,03;1970532,23;2008699,43;1679366,67;1782490,10;1824949,33;1631737,74;1515538,24;1784946,48;1732963,82;1592460,73;1865924,72;1838477,90;1974102,87;2037330,41;2078234,86;2004012,50;1918846,31;2021273,62;2061735,87;1606584,74;1849997,04;1675846,93;1801633,22;2095477,70;2616596,31;2293760,86;2215107,67;2150117,95;2130817,43;1946183,00;1720910,04;1913169,22;2136297,51;2074096,23;1992211,75;2072810,28;2077742,61;2061138,23;1864701,20;2280902,75;2003383,53;1952255,28;2075088,06;1995563,34;2138625,91;2006262,88;2058707,03;2211945,80;2213423,63;2314684,12;2335169,61;2215587,61;2215489,96;2271837,00;2005176,35;2321528,91;2109489,11;1940165,00;1987642,47;2245203,50;2382219,26;2204954,08;2691218,46;2430091,71;2511278,93;2487656,21;2743923,79;2151054,47;3383413,29;3839337,91;268902039,42
"431350 Osório";78063,09;85473,07;84769,68;89349,62;99513,60;102931,08;80803,53;103094,64;97163,00;96491,26;100392,13;107764,20;117689,69;90264,15;85294,36;143691,79;104902,93;115226,92;109424,51;120798,37;118088,08;110303,73;115219,88;110063,99;116418,23;104145,36;120919,94;117679,40;105676,61;124994,34;128796,13;122234,57;135698,95;127117,87;130869,93;135506,00;83514,16;138383,57;139672,22;119829,07;120813,94;97838,92;122562,44;113806,69;162014,52;168559,68;162564,26;130031,33;87972,48;153986,96;88515,53;173988,44;111297,20;126059,00;98639,61;220034,56;139748,62;98135,83;138360,72;53201,29;179374,55;73233,65;138687,44;66889,32;146867,49;115623,79;153764,47;120279,34;136720,52;193298,50;192966,22;222108,50;92228,38;202682,79;143926,44;140594,01;5994,52;2925,57;3397,57;-;-;-;-;-;12862,46;44245,56;101892,42;139097,61;132680,46;121991,05;106966,71;81836,24;97273,98;88299,84;133879,86;171077,46;97326,53;121891,30;112844,03;196107,19;116607,30;127762,15;88594,38;175590,44;162118,36;-;54088,75;349090,73;105765,69;129812,19;129735,85;168640,98;148007,49;176601,72;173502,19;165033,79;155485,03;143833,35;144401,51;144824,05;127669,49;133165,90;145851,17;156054,95;150005,64;148836,24;149782,62;162370,14;165631,48;138802,88;129899,44;122307,95;112429,10;117760,71;157849,36;157136,54;119360,93;232931,10;172088,92;182557,25;174877,26;178899,96;167857,25;165456,44;175286,15;178635,08;184255,17;156841,14;232464,78;320086,04;635497,58;537263,15;511767,36;561581,98;493048,53;1082734,39;514719,67;898693,19;622034,78;1316563,59;26028752,69
"431360 Paim Filho";11579,95;13614,35;9253,38;16869,49;19221,56;13721,73;10241,01;13430,69;14363,61;10060,01;7724,00;20170,39;13407,78;15346,66;13775,57;11569,84;9518,48;13741,44;11558,06;15459,52;17966,75;16555,78;14789,09;16540,87;10748,60;8169,84;9614,11;12427,83;13141,58;11301,42;10538,38;12038,05;9864,80;8266,67;12849,67;13979,27;9451,46;14609,05;10237,50;13663,46;31414,96;11380,22;9843,10;12806,93;14551,76;9173,25;15033,83;7241,44;9812,96;10452,02;28840,65;16348,37;10922,23;10932,96;13057,60;17263,30;12469,94;12255,69;14069,51;12240,23;8741,74;12988,65;15727,23;19778,49;12193,63;13996,50;21935,85;12975,92;23370,88;24077,90;26887,44;21936,95;15767,82;15968,50;10479,03;18457,37;12950,11;20153,38;21632,51;16241,23;31176,94;29450,40;21816,27;34139,23;27788,37;20420,47;21174,95;22758,50;18102,27;25335,59;29661,07;27877,41;18860,79;14266,37;29904,18;34684,07;13734,20;31323,49;12340,05;14271,91;17813,22;4413,96;9571,59;21925,98;7766,94;22562,02;15013,82;13123,60;30230,78;11580,59;8263,39;15288,11;7859,95;25789,76;26267,17;12452,15;21941,91;23012,72;21028,08;29620,28;25251,84;22352,38;13377,38;17588,87;26058,60;27657,85;21969,72;27623,29;26750,76;31566,74;28795,55;27025,70;25358,74;22587,86;25664,18;24972,02;25238,66;31314,72;38170,50;36772,64;42923,75;32300,63;40894,96;33433,55;36663,43;19688,38;24604,65;22442,98;27255,10;7133,63;29160,63;21234,62;6306,62;18082,48;29577,15;19693,39;22995,72;14562,38;31792,29;26392,39;2995603,06
"431365 Palmares do Sul";15086,26;21505,54;13543,49;12838,30;23503,26;15770,11;17874,30;24030,23;16272,79;11417,61;12649,84;24448,26;13295,58;18995,93;16950,79;12839,17;8105,31;21219,91;19005,36;22421,37;24891,65;23494,22;18333,20;23104,67;22025,11;25746,73;18556,62;14802,95;17409,13;17057,28;20241,48;21421,97;24872,55;24750,36;23938,00;13983,03;23867,45;19795,65;18611,45;12506,41;23877,52;23216,79;19355,10;16327,81;11186,77;13026,46;19777,83;19448,44;16171,70;9630,84;16173,30;13485,52;13328,00;12756,41;22972,17;20842,08;23395,18;21617,64;13845,68;8845,08;12620,94;10513,95;14978,20;11014,90;9279,30;14039,06;18287,12;20193,60;11513,71;16206,93;13317,65;11915,63;7514,44;-;19983,36;3376,96;14411,20;13774,08;15007,43;13551,88;17262,94;14878,67;17762,52;10122,31;13963,69;14525,72;12913,40;9996,95;10272,34;16185,58;19605,14;7787,22;8644,79;12795,51;12433,74;-;18704,53;11923,89;13952,51;11575,31;13661,93;18715,20;20198,12;15380,20;12746,77;17513,92;11010,96;16838,43;16538,66;11657,78;10575,55;10220,02;10530,01;12488,69;16106,86;9930,67;11010,03;8572,07;8234,92;9731,26;11584,68;7478,22;11773,79;6380,12;10943,05;14247,25;13753,38;13965,30;16393,04;15309,71;4758,24;8089,19;6550,16;13129,10;13151,43;8981,00;14178,34;15980,19;22270,45;21646,22;20373,86;14961,02;12415,56;13355,13;7813,92;5642,02;11024,62;18272,90;9845,09;8743,96;9082,91;11127,05;7546,71;6505,05;6441,51;19182,63;15595,01;14118,41;81896,38;20115,11;2423554,50
"431370 Palmeira das Missões";120144,72;89689,28;117124,51;127857,60;196189,91;115220,21;157856,89;114821,46;123106,49;106077,68;111520,10;115838,65;30691,73;248994,32;132346,07;158663,38;113066,61;143917,16;138493,12;123753,61;118572,55;136551,73;142581,43;127453,32;118428,88;121825,49;121696,38;102136,52;130632,55;115832,40;124786,25;136576,47;119161,09;134442,53;131489,36;98871,44;118334,61;103268,33;135448,78;101371,79;110353,51;119557,97;107199,78;114421,15;103528,41;115788,03;127805,14;126627,33;90212,26;92576,81;137174,59;124210,47;126837,58;128728,53;109012,42;76554,54;87345,43;81017,28;101277,40;46586,34;65798,61;84550,40;87493,77;123781,00;102565,51;115805,41;150114,38;120192,74;126138,03;139092,26;129797,86;111552,40;117063,77;83900,71;113548,85;44251,69;161270,87;123720,35;115093,69;59047,62;114089,61;70513,68;73374,26;73911,23;87347,64;57259,95;79686,04;97413,42;69308,42;104692,62;88153,59;98289,95;70575,83;80320,68;-;156120,87;98012,96;101072,72;77697,30;113829,62;60438,66;87065,84;134982,03;73721,09;67421,01;114230,00;123350,83;141703,41;119290,77;75791,02;96526,78;111654,12;128588,51;145804,00;-;119166,80;149820,45;130229,85;125907,23;111094,39;92916,36;86577,16;95038,01;106722,23;118068,59;134815,66;108480,06;142131,61;144165,31;140455,70;148636,09;157397,35;138257,43;155571,38;153153,25;129914,96;169586,08;152590,61;169122,19;165403,38;162624,69;176734,93;122066,93;185493,74;156839,59;149144,68;111301,48;89928,05;134492,03;123275,56;124254,69;99269,38;70833,04;166147,26;165800,31;168452,89;152210,63;97084,27;106109,83;154609,31;18580564,17
"431380 Palmitinho";30183,05;31528,40;32413,97;31755,57;35446,61;34160,22;33327,11;41676,33;29968,57;33400,11;36883,44;42431,29;36655,27;29564,02;40104,68;37826,29;44661,57;52039,52;46382,58;51847,06;49126,00;48595,87;46242,28;42481,84;49526,96;40544,06;44186,72;43044,58;49365,65;48851,83;54562,69;49628,92;46600,73;41456,28;57032,39;56711,82;51445,76;39327,70;42855,35;54175,39;38921,97;21195,80;66432,29;40604,13;44276,11;49426,06;38921,58;44919,30;41214,68;71236,93;49349,63;58635,91;57998,07;45957,79;66930,76;51380,24;43338,39;55711,95;36716,44;56534,37;49146,07;52770,13;53620,71;78590,39;59050,00;63268,52;73677,67;78977,01;45758,40;75656,47;69768,66;72802,73;64083,64;75257,55;45682,01;58438,80;69766,48;64500,71;18512,64;80136,57;83201,79;71875,40;61956,75;64471,22;49966,29;60215,74;64981,42;62942,10;57930,76;68526,61;42508,70;62373,95;50701,06;56255,26;59454,51;59557,44;43402,88;51513,11;51281,67;59716,39;58461,11;57077,36;62063,70;50188,34;54385,83;58006,31;60655,07;65413,74;59895,95;59032,54;43010,57;-;72875,40;51560,49;53000,67;62402,99;59203,99;60242,58;61405,36;62023,11;44397,29;50546,53;42986,56;52593,20;41343,63;26175,82;32292,85;29827,85;71210,60;54685,04;59637,59;69044,19;58532,88;58605,76;50448,37;55670,59;48979,88;48857,63;57848,53;58414,23;38205,09;55234,94;46979,82;59010,60;55316,63;39245,43;61654,71;42874,84;36023,71;44935,48;42148,02;35190,84;29561,94;42527,06;54971,31;61181,64;54187,96;70639,87;50678,21;60875,44;8224466,76
"431390 Panambi";60963,27;76756,14;72702,87;82474,96;63367,40;80271,54;73539,96;64833,50;63465,36;63024,17;70277,28;58025,94;83551,17;80550,11;85218,65;101241,97;92330,66;85111,04;85341,06;104904,96;108835,63;92345,39;81242,87;97606,33;64548,72;87292,93;78491,46;87606,31;88403,26;78226,53;76007,75;85523,62;87350,67;70990,99;86827,79;78903,00;77003,12;82284,61;68409,85;85588,94;65402,10;72172,83;78913,32;72948,12;75455,87;67544,59;73684,38;74793,66;64716,77;88423,61;56926,35;87601,42;79896,07;98061,71;92498,78;91311,90;98344,60;80025,02;84206,69;73398,29;95629,60;83686,63;75624,50;92209,30;84320,83;88456,10;89470,14;86932,36;83979,51;63662,31;91449,77;85383,24;88442,54;69460,17;78459,28;84774,11;82253,96;87517,73;91177,13;69812,77;112107,92;82526,58;85105,63;96042,36;105290,08;56204,21;115076,13;98787,00;99115,48;98817,59;84151,25;106255,14;107870,46;96987,24;91262,80;99427,94;108327,06;173027,99;134803,44;101425,91;133535,73;97773,94;101460,53;110738,93;130805,09;128137,37;107607,75;78714,06;100601,05;90260,93;123701,34;118724,18;114146,39;141261,16;126224,20;132797,69;99190,32;98798,24;93169,39;132351,39;81344,31;80536,18;96687,72;83339,85;99681,05;98251,51;80557,76;116487,75;100262,32;103016,26;101098,17;82550,08;77422,08;100999,85;104686,21;98045,48;126280,36;123100,02;114182,92;112533,60;113240,39;119004,21;113969,85;108168,80;118028,76;109806,16;99909,72;91172,27;60077,29;72287,71;79477,50;101964,94;146248,19;121464,83;120727,69;142046,70;147972,23;132881,94;174753,72;216910,15;15144258,26
"431400 Paraí";19412,82;21414,70;23314,26;26235,83;27838,50;26253,28;30772,95;34391,82;38301,13;22792,75;32880,34;32541,18;29247,52;25717,74;12352,40;29710,93;43430,40;26476,50;27518,48;34004,82;31909,89;31675,55;24487,18;30507,03;27477,89;24327,41;24409,83;23965,36;27526,70;21848,40;24758,96;29293,02;21329,06;24209,66;27822,92;26635,34;22205,20;17223,66;29111,48;20139,89;26284,18;24028,39;9428,20;6325,42;39010,69;20585,84;21450,42;18822,56;19760,79;25553,92;18144,70;25675,34;19710,67;17775,98;18914,21;17970,06;12198,97;16783,30;7100,80;17431,04;11378,50;16934,33;18004,01;17000,18;17884,61;30195,23;23954,39;17467,97;16522,60;15865,29;21400,62;10847,49;9407,48;14641,01;12522,39;14125,46;11255,98;17368,98;19509,32;12890,02;11508,85;18740,77;17646,21;9587,52;19360,96;9478,34;16117,04;20155,37;18908,75;16980,52;17413,17;19056,26;21042,54;15070,60;16538,80;15072,70;13961,59;10292,19;13078,84;17627,80;15046,02;13089,53;19975,51;15160,94;16644,03;12581,90;16992,07;20525,03;18217,74;17924,39;21274,29;13067,30;19400,08;16282,87;15747,74;25215,95;20077,00;19267,27;10383,59;7178,43;15426,63;14815,74;14576,41;18914,84;16140,53;23899,07;17697,82;24719,36;20399,27;27297,98;26414,32;18385,70;16131,22;19199,82;17485,65;17081,05;18842,29;13223,08;20690,22;33150,91;19624,75;17385,95;14294,98;22349,73;14394,03;12855,77;6127,46;13665,10;12317,48;11571,43;8911,83;14613,07;20306,55;23587,44;14721,54;15613,24;10096,56;26337,99;37521,64;25341,97;3175425,04
"431402 Paraíso do Sul";18289,43;14435,23;8323,86;10662,81;17600,28;15641,39;12136,05;16022,07;14470,87;15790,89;15329,90;17881,34;-;31881,87;16319,22;14196,55;16602,05;16805,09;15591,45;21352,25;14202,98;18468,51;15292,75;-;27774,44;18522,72;14009,64;16163,02;16358,12;14392,34;18463,94;17540,72;18313,46;14698,47;10931,10;10643,47;8400,84;10065,92;-;2862,44;6721,01;11944,76;10293,46;11962,17;11847,22;13494,82;5681,06;5217,88;12706,94;10941,74;9933,15;9125,30;9551,86;11621,68;9948,20;9945,11;8634,05;9234,75;7766,34;9060,27;8635,96;9652,35;5106,99;8133,85;5035,29;16174,43;21941,26;19443,49;20564,89;23630,88;22347,75;29623,02;19805,01;15533,48;17007,86;26208,80;17488,43;26441,30;40897,65;23079,32;31526,06;36446,07;16509,31;24988,79;20182,94;15316,00;16886,10;13851,43;20156,25;19719,72;19364,92;21413,30;17930,69;8759,78;26474,24;20034,92;19576,82;13592,70;19551,31;16863,94;20264,16;12310,88;15767,91;17346,02;31107,98;13547,10;14249,48;21717,14;15199,69;18971,46;18880,92;12778,76;4833,79;7802,88;28796,69;12998,11;8704,31;9574,42;17427,52;12247,99;12428,68;11632,54;10670,17;11387,99;9874,19;12415,22;14310,99;17058,20;17238,59;14503,93;14613,28;14412,07;13815,72;16553,81;15254,19;13210,65;14907,99;15067,68;18126,71;19808,84;18337,69;17792,79;19786,09;17489,29;18514,37;17048,76;18798,42;17054,91;15482,10;14847,29;13516,30;14868,65;11880,05;13738,12;15508,17;12480,99;12901,77;17549,15;20060,82;21474,80;2478915,73
